source_id,quantity,value_raw,uncertainty_raw,unit_raw,raw_line
NIST_CODATA_2022_ALLASCII,triton mag. mom. to nuclear magneton ratio,2.978 962 4650,0.000 000 0059,,triton mag. mom. to nuclear magneton ratio                  2.978 962 4650           0.000 000 0059           
NIST_CODATA_2022_ALLASCII,triton mass,5.007 356 7512 e-27,0.000 000 0016 e-27,kg,triton mass                                                 5.007 356 7512 e-27      0.000 000 0016 e-27      kg
NIST_CODATA_2022_ALLASCII,triton mass energy equivalent,4.500 387 8119 e-10,0.000 000 0014 e-10,J,triton mass energy equivalent                               4.500 387 8119 e-10      0.000 000 0014 e-10      J
NIST_CODATA_2022_ALLASCII,triton mass energy equivalent in MeV,2808.921 136 68,0.000 000 88,MeV,triton mass energy equivalent in MeV                        2808.921 136 68          0.000 000 88             MeV
NIST_CODATA_2022_ALLASCII,triton mass in u,3.015 500 715 97,0.000 000 000 10,u,triton mass in u                                            3.015 500 715 97         0.000 000 000 10         u
NIST_CODATA_2022_ALLASCII,triton molar mass,3.015 500 719 13 e-3,0.000 000 000 94 e-3,kg mol^-1,triton molar mass                                           3.015 500 719 13 e-3     0.000 000 000 94 e-3     kg mol^-1
NIST_CODATA_2022_ALLASCII,triton-proton mass ratio,2.993 717 034 03,0.000 000 000 10,,triton-proton mass ratio                                    2.993 717 034 03         0.000 000 000 10         
NIST_CODATA_2022_ALLASCII,triton relative atomic mass,3.015 500 715 97,0.000 000 000 10,,triton relative atomic mass                                 3.015 500 715 97         0.000 000 000 10         
NIST_CODATA_2022_ALLASCII,triton to proton mag. mom. ratio,1.066 639 9189,0.000 000 0021,,triton to proton mag. mom. ratio                            1.066 639 9189           0.000 000 0021           
NIST_CODATA_2022_ALLASCII,unified atomic mass unit,1.660 539 068 92 e-27,0.000 000 000 52 e-27,kg,unified atomic mass unit                                    1.660 539 068 92 e-27    0.000 000 000 52 e-27    kg
NIST_CODATA_2022_ALLASCII,vacuum electric permittivity,8.854 187 8188 e-12,0.000 000 0014 e-12,F m^-1,vacuum electric permittivity                                8.854 187 8188 e-12      0.000 000 0014 e-12      F m^-1
NIST_CODATA_2022_ALLASCII,vacuum mag. permeability,1.256 637 061 27 e-6,0.000 000 000 20 e-6,N A^-2,vacuum mag. permeability                                    1.256 637 061 27 e-6     0.000 000 000 20 e-6     N A^-2
NIST_CODATA_2022_ALLASCII,von Klitzing constant,25 812.807 45...,(exact),ohm,von Klitzing constant                                       25 812.807 45...         (exact)                  ohm
NIST_CODATA_2022_ALLASCII,weak mixing angle,0.223 05,0.000 23,,weak mixing angle                                           0.223 05                 0.000 23                 
NIST_CODATA_2022_ALLASCII,Wien frequency displacement law constant,5.878 925 757... e10,(exact),Hz K^-1,Wien frequency displacement law constant                    5.878 925 757... e10     (exact)                  Hz K^-1
NIST_CODATA_2022_ALLASCII,Wien wavelength displacement law constant,2.897 771 955... e-3,(exact),m K,Wien wavelength displacement law constant                   2.897 771 955... e-3     (exact)                  m K
NIST_CODATA_2022_ALLASCII,W to Z mass ratio,0.881 45,0.000 13,,W to Z mass ratio                                           0.881 45                 0.000 13                 
